speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Eucalyptus triflora,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus trivalva,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus umbellata,,,,,,,tree,,,,,,,,,,,,,
Eucalyptus umbra,,,,,,,tree / shrub,,,,>100,,woody,,,,,,,
Eucalyptus umbrawarrensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus uncinata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus urna,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus urnigera,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus urophylla,,,,,,,tree,,,,perennial,,Woody,,,,,,,
Eucalyptus utilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus varia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus verrucata,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus verrucosa,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus vesiculosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus vicina,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus victoriana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus victrix,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus viminalis,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus viridis,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus volcanica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus wandoo,,,,,,,tree,,,,perennial,,woody,,,,,,,diffuse-porous
Eucalyptus websteriana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus whitei,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus wilcoxii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus williamsiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus willisii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus wimmerensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus woodwardii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus woollsiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus wyolensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus xanthonema,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus yalatensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus yarraensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus yilgarnensis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus youmanii,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus youngiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus yumbarrana,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus zopherophloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eugenia acapulcensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia acrensis,,,,,,,tree,,,,,,W,,,,,,,
Eugenia aeruginea,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia alpina,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia amplifolia,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia anastomosans,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia arrabidae,,,,,,,woody,,,,,,W,,,,,,,
Eugenia austin-smithii,,,,,,,tree,,,,,,,,,,,,,
Eugenia axillaris,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia balancanensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia basilaris,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia belemitana,,,,,,,tree,,,,,,,,,,,,,
Eugenia belloi,,,,,,,tree,,,,,,,,,,,,,
Eugenia boqueronensis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia borinquensis,,,,,,,tree,,,,,,Woody,,,,,,,
Eugenia brasiliensis,,,,,,,woody,,,,,,W,,,,,,,
Eugenia breedlovei,,,,,,,tree,,,,,,,,,,,,,
Eugenia bukobensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia burkartiana,,,,,,,tree,,,,,,,,,,,,,
Eugenia buxifolia,,,,,,,woody,,,,,,W,,,,,,,
Eugenia cachoeirensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia calva,,,,,,,tree,,,,,,,,,,,,,
Eugenia casearioides,,,,,,,tree,,,,,,W,,,,,,,
Eugenia cayoana,,,,,,,tree,,,,,,,,,,,,,
Eugenia cerasiflora,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia chiapensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia choapamensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia chrysophyllum,,,,,,,tree,,,,,,,,,,,,,
Eugenia citrifolia,,,,,,,woody,,,,,,W,,,,,,,
Eugenia coffeifolia,,,,,,,tree,,,,,,W,,,,,,,
Eugenia colipensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia confusa,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia cordata,,,,,,,woody,,,,,,W,,,,,,,
Eugenia corusca,,,,,,,tree,,,,,,,,,,,,,
Eugenia costaricensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia crenata,,,,,,,woody,,,,,,W,,,,,,,
Eugenia cricamolensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia cucullata,,,,,,,tree,,,,perennial,,W,,,,,,,
Eugenia culminicola,,,,,,,tree,,,,,,W,,,,,,,
Eugenia cupulata,,,,,,,tree,,,,,,,,,,,,,
Eugenia cuspidifolia,,,,,,,tree,,,,,,,,,,,,,
Eugenia dibrachiata,,,,,,,tree,,,,,,,,,,,,,
Eugenia discreta,,,,,,,tree,,,,,,,,,,,,,
Eugenia dittocrepis,,,,,,,woody,,,,,,W,,,,,,,
Eugenia domingensis,,,,,,,tree,,,,,,W,,,,,,,
Eugenia dysenterica,,,,,,,tree,,,,,,W,,,,,,,
Eugenia egensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia eggersii,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia esteliensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia fajardensis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia farameoides,,,,,,,tree,,,,,,,,,,,,,
Eugenia farinacea,,,,,,,tree,,,,,,,,,,,,,
Eugenia flavescens,,,,,,,tree,,,,,,,,,,,,,
Eugenia florida,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia foetida,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia galalonensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia gaumeri,,,,,,,tree,,,,,,,,,,,,,
Eugenia glabrata,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia glandulosopunctata,,,,,,,tree,,,,,,,,,,,,,
Eugenia gomesiana,,,,,,,woody,,,,,,W,,,,,,,
Eugenia gomezii,,,,,,,tree,,,,,,,,,,,,,
Eugenia grandiflora,,,,,,,tree,,,,,,,,,,,,,
Eugenia grayumii,,,,,,,tree,,,,,,,,,,,,,
Eugenia grijalvae,,,,,,,tree,,,,,,,,,,,,,
Eugenia haberi,,,,,,,tree,,,,,,,,,,,,,
Eugenia haematocarpa,,,,,,,tree,,,,,,,,,,,,,
Eugenia hammelii,,,,,,,tree,,,,,,,,,,,,,
Eugenia hartshornii,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia herrerae,,,,,,,tree,,,,,,,,,,,,,
Eugenia heterochroma,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia hiraeifolia,,,,,,,tree,,,,,,W,,,,,,,
Eugenia hypargyrea,,,,,,,tree,,,,,,,,,,,,,
Eugenia illepida,,,,,,,woody,,,,,,W,,,,,,,
Eugenia inirebensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia involucrata,,,,,,,tree,,,,,,,,,,,,,
Eugenia jutiapensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia koepperi,,,,,,,tree,,,,,,,,,,,,,
Eugenia koolauensis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia laevis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia lambertiana,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia lancetillae,,,,,,,tree,,,,,,,,,,,,,
Eugenia liberiana,,,,,,,tree/treelet,,,,,,,,,,,,,
Eugenia limbosa,,,,,,,tree,,,,,,,,,,,,,
Eugenia lineata,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia lithosperma,,,,,,,tree,,,,,,,,,,,,,
Eugenia lucida,,,,,,,woody,,,,,,W,,,,,,,
Eugenia mabaeoides,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia macrocarpa,,,,,,,woody,,,,,,W,,,,,,,
Eugenia magniflora,,,,,,,tree,,,,,,,,,,,,,
Eugenia marchiana,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia matagalpensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia mcphersonii,,,,,,,tree,,,,,,,,,,,,,
Eugenia michelii,,,,,,,woody,,,,,,W,,,,,,,
Eugenia mimus,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia monteverdensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia monticola,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia multirimosa,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia muricata,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia myrobalana,,,,,,,tree,,,,perennial,,woody,,,,,,,
Eugenia neotristis,,,,,,,tree,,,,,,,,,,,,,
Eugenia nesiotica,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia nigrita,,,,,,,tree,,,,,,,,,,,,,
Eugenia ochrophloea,,,,,,,tree,,,,,,W,,,,,,,
Eugenia octopleura,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia oerstediana,,,,,,,tree,,,,,,W,,,,,,,
Eugenia omissa,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia padronii,,,,,,,tree,,,,,,W,,,,,,,
Eugenia paloverdensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia palumbis,,,,,,,tree,,,,,,,,,,,,,
Eugenia paniculata,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Eugenia patrisii,,,,,,,tree,,,,perennial,,W,,,,,,,
Eugenia percincta,,,,,,,woody,,,,,,woody,,,,,,,
Eugenia pleurocarpa,,,,,,,tree,,,,,,,,,,,,,
Eugenia pluricymosa,,,,,,,woody,,,,,,W,,,,,,,
Eugenia polystachya,,,,,,,tree,,,,,,,,,,,,,
Eugenia praeterita,,,,,,,tree,,,,,,,,,,,,,
Eugenia procera,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia pseudopsidium,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia punicifolia,,,,,,,tree,,,,perennial,,woody,,,,,,,
Eugenia pustulescens,,,,,,,tree,,,,,,W,,,,,,,
Eugenia quadrijuga,,,,,,,tree,,,,,,,,,,,,,
Eugenia ramiflora,,,,,,,tree,,,,,,,,,,,,,
Eugenia ravenii,,,,,,,tree,,,,,,,,,,,,,
Eugenia rostrifolia,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia rubella,,,,,,,tree,,,,,,,,,,,,,
Eugenia salamensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia sancarlosensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia sarapiquensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia sasoana,,,,,,,tree,,,,,,,,,,,,,
Eugenia scalariformis,,,,,,,tree,,,,,,,,,,,,,
Eugenia schunkei,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia selvana,,,,,,,tree,,,,,,,,,,,,,
Eugenia serrasuela,,,,,,,tree,,,,,,,,,,,,,
Eugenia sessiliflora,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia shimishito,,,,,,,herb/tree,,,,,,,,,,,,,
Eugenia siggersii,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia siltepecana,,,,,,,tree,,,,,,,,,,,,,
Eugenia sonderiana,,,,,,,woody,,,,,,W,,,,,,,
Eugenia speciosa,,,,,,,tree,,,,,,,,,,,,,
Eugenia spruceana,,,,,,,tree,,,,,,,,,,,,,
Eugenia stahlii,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia stictopetala,,,,,,,tree,,,,,,,,,,,,,
Eugenia stipitata,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia subavenia,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia subterminalis,,,,,,,tree,,,,,,,,,,,,,
Eugenia sulcata,,,,,,,woody,,,,,,woody,,,,,,,
Eugenia teapensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia tenuimarginata,,,,,,,tree,,,,,,,,,,,,,
Eugenia teresae,,,,,,,tree/treelet,,,,,,,,,,,,,
Eugenia tikalana,,,,,,,tree,,,,,,,,,,,,,
Eugenia tilarana,,,,,,,tree,,,,,,,,,,,,,
Eugenia tinifolia,,,,,,,woody,,,,,,W,,,,,,,
Eugenia trinervia,,,,,,,tree,,,,,,,,,,,,,
Eugenia truncata,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia underwoodii,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia uruguayensis,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia uxpanapensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia vacana,,,,,,,tree,,,,,,,,,,,,,
Eugenia valvata,,,,,,,tree/treelet,,,,,,,,,,,,,
Eugenia verruculata,,,,,,,tree,,,,,,,,,,,,,
Eugenia whytei,,,,,,,woody,,,,,,W,,,,,,,
Eugenia winzerlingii,,,,,,,tree,,,,,,,,,,,,,
Eugenia woodburyana,,,,,,,"tree, shrub",,,,,,,,,,,,,
Eugenia woodii,,,,,,,tree,,,,,,woody,,,,,,,
Eugenia wullschlaegeliana,,,,,,,woody,,,,,,woody,,,,,,,
Eugenia xalapensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia yasuniana,,,,,,,tree,,,,,,,,,,,,,
Eugenia yautepecana,,,,,,,tree,,,,,,,,,,,,,
Eugenia yunckeri,,,,,,,tree,,,,,,,,,,,,,
Eugenia zelayensis,,,,,,,tree,,,,,,,,,,,,,
Eugenia zuchowskiae,,,,,,,tree,,,,,,,,,,,,,
Fagus chienii,,,,,,,tree,,,,,,W,,,,,,,
Fagus crenata,,,,,,,tree,,,False,400.0,,W,,,,,,,
Fagus engleriana,,,,,,,tree,,,False,,,W,,,,,,,
Fagus grandifolia,,,,,,,tree,3.0,15.5,False,300.0,246.0,woody,,,,90,,,
Fagus hayatae,,,,,,,tree,,,,250.0,,W,,,,,,,
Fagus japonica,,,,,,,tree,,,False,,,W,,,,,,,
Fagus longipetiolata,,,,,,,tree,,,,,,W,,,,,,,
Fagus lucida,,,,,,,tree,,,,800.0,,W,,,,,,,
Fagus sylvatica,rötlichbraun,monoecious,,,nut,,tree / shrub,,35.0,False,perennial,,3,,,,xerochasy,,epigeal,diffuse-porous
Ficus Crassinervia,,,,,,,tree,,,,,,,,,,,,,
Ficus abutilifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ficus acreana,,,,,,,tree,,,,,,,,,,,,,
Ficus adenosperma,,,,,,,woody,,,,,,W,,,,,,,
Ficus adhatodifolia,,,,,,,tree,,,,,,,,,,,,,
Ficus albert-smithii,,,,,,,tree,,,,,,,,,,,,,
Ficus altissima,,,,,,,tree,,,,perennial,,W,,,,,,,
Ficus amazonica,,,,,,,tree,,,,,,,,,,,,,
Ficus ampelos,,,,,,,woody,,,,,,woody,,,,,,,
Ficus annulata,,,,,,,woody,,,,,,W,,,,,,,
Ficus apollinaris,,,,,,,tree,,,,,,,,,,,,,
Ficus aripuanensis,,,,,,,tree,,,,,,,,,,,,,
Ficus asperiuscula,,,,,,,tree,,,,,,,,,,,,,
Ficus assimilis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus aurata,,,,,,,tree,,,,,,W,,,,,,,
Ficus aurea,,,,,,,tree,,,,,,woody,,,,,,,
Ficus auriculata,,,,,,,tree,,,,perennial,,W,,,,,,,
Ficus balete,,,,,,,woody,,,,,,W,,,,,,,
Ficus benghalensis,,,,,,,tree,,,False,,,W,,,,,,,
Ficus benguetensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus benjamina,,,,,,,tree,,,,perennial,,W,,,,,,,
Ficus boliviana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus botryocarpa,,,,,,,woody,,,,,,W,,,,,,,
Ficus bougainvillei,,,,,,,woody,,,,,,woody,,,,,,,
Ficus brevibracteata,,,,,,,tree,,,,,,woody,,,,,,,
Ficus broadwayi,,,,,,,tree,,,,,,,,,,,,,
Ficus bruneiensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus bubu,,,,,,,tree,,,,,,woody,,,,,,,
Ficus bussei,,,,,,,tree,,,,,,woody,,,,,,,
Ficus cahuitensis,,,,,,,tree,,,,,,,,,,,,,
Ficus caldasiana,,,,,,,tree,,,,,,,,,,,,,
Ficus calimana,,,,,,,tree,,,,,,W,,,,,,,
Ficus callosa,,,,,,,tree,,,,perennial,,W,,,,,,,
Ficus calyculata,,,,,,,tree,,,,,,,,,,,,,
Ficus calyptroceras,,,,,,,tree,,,,,,,,,,,,,
Ficus carchiana,,,,,,,tree,,,,,,,,,,,,,
Ficus carica,,,,,,,tree / shrub,,0.5,False,100.0,,w,,,,,,,
Ficus casapiensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus castellviana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus catappifolia,,,,,,,woody,,,,,,W,,,,,,,
Ficus cervantesiana,,,,,,,tree,,,,,,,,,,,,,
Ficus chirindensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus chrysolepis,,,,,,,woody,,,,,,W,,,,,,,
Ficus coerulescens,,,,,,,tree,,,,,,W,,,,,,,
Ficus colubrinae,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Ficus concinna,,,,,,,tree,,,,,,woody,,,,,,,
Ficus consociata,,,,,,,woody,,,,,,W,,,,,,,
Ficus copiosa,,,,,,,woody,,,,,,W,,,,,,,
Ficus cordata,,,,,,,tree,,,,,,W,,,,,,,
Ficus cotinifolia,,,,,,,tree,,,,,,W,,,,,,,
Ficus crassipes,,,,,,,woody,,,,,,woody,,,,,,,
Ficus crassiramea,,,,,,,tree,,,,,,,,,,,,,
Ficus crassiuscula,,,,,,,tree,,,,,,W,,,,,,,
Ficus crassivenosa,,,,,,,tree,,,,,,,,,,,,,
Ficus craterostoma,,,,,,,tree,,,,,,woody,,,,,,,
Ficus crocata,,,,,,,tree,,,,,,,,,,,,,
Ficus cuatrecasasiana,,,,,,,tree,,,,,,,,,,,,,
Ficus cumingii,,,,,,,woody,,,,,,woody,,,,,,,
Ficus cundinamarcensis,,,,,,,tree,,,,,,,,,,,,,
Ficus curtipes,,,,,,,tree,,,,,,woody,,,,,,,
Ficus cuspidata,,,,,,,woody,,,,,,W,,,,,,,
Ficus cyathistipula,,,,,,,tree,,,,,,woody,,,,,,,
Ficus davidsoniae,,,,,,,tree,,,,,,,,,,,,,
Ficus dendrocida,,,,,,,tree,,,,,,W,,,,,,,
Ficus densifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ficus destruens,,,,,,,woody,,,,,,woody,,,,,,,
Ficus donnell-smithii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus drupacea,,,,,,,tree,,,,,,W,,,,,,,
Ficus dulciaria,,,,,,,tree,,,,,,,,,,,,,
Ficus elastica,,,,,,,tree,,,False,,,W,,,,,,,
Ficus enormis,,,,,,,tree,,,,,,,,,,,,,
Ficus erecta,,,,,,,tree,,,,,,W,,,,,,,
Ficus eximia,,,,,,,tree,,,,,,W,,,,,,,
Ficus fischeri,,,,,,,tree,,,,,,woody,,,,,,,
Ficus fistulosa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus forstenii,,,,,,,woody,,,,,,W,,,,,,,
Ficus fraseri,,,,,,,tree,,,,,,woody,,,,,,,
Ficus garcia-barrigae,,,,,,,tree,,,,,,,,,,,,,
Ficus gigantosyce,,,,,,,tree,,,,,,,,,,,,,
Ficus glaberrima,,,,,,,tree,,,,,,woody,,,,,,,
Ficus goldmanii,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Ficus gomelleira,,,,,,,tree,,,,,,woody,,,,,,,
Ficus grossularioides,,,,,,,tree,,,,,,woody,,,,,,,
Ficus gul,,,,,,,woody,,,,,,woody,,,,,,,
Ficus hartwegii,,,,,,,tree,,,,,,W,,,,,,,
Ficus hatschbachii,,,,,,,tree,,,,,,,,,,,,,
Ficus henryi,,,,,,,tree,,,,no,,woody,,,,,,,
Ficus hispida,,,,,,,tree,,,,,,W,,,,,,,
Ficus hondurensis,,,,,,,tree,,,,,,,,,,,,,
Ficus ingens,,,,,,,tree,,,,,,W,,,,,,,
Ficus insipida,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Ficus jacobii,,,,,,,tree,,,,,,,,,,,,,
Ficus lacor,,,,,,,woody,,,,,,W,,,,,,,
Ficus lacunata,,,,,,,tree,,,,,,,,,,,,,
Ficus langkokensis,,,,,,,tree,,,,,,W,,,,,,,
Ficus lapathifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ficus lasiosyce,,,,,,,tree,,,,,,,,,,,,,
Ficus lauretana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus lepicarpa,,,,,,,woody,,,,,,woody,,,,,,,
Ficus leptoclada,,,,,,,woody,,,,,,W,,,,,,,
Ficus lingua,,,,,,,tree,,,,,,woody,,,,,,,
Ficus luschnathiana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus lutea,,,,,,,tree,,,,,,woody,,,,,,,
Ficus lyrata,,,,,,,tree,,,,,,woody,,,,,,,
Ficus macrophylla,,,,,,,tree,,,,100.0,,woody,,,,,,,
Ficus maroma,,,,,,,tree,,,,,,,,,,,,,
Ficus mathewsii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus matiziana,,,,,,,tree,,,,,,,,,,,,,
Ficus maxima,,,,,,,tree,,,,,,woody,,,,,,,
Ficus melinocarpa,,,,,,,woody,,,,,,W,,,,,,,
Ficus membranacea,,,,,,,tree,,,,,,,,,,,,,
Ficus microcarpa,,,,,,,tree,,,,perennial,,woody,,,,,,,
Ficus minahassae,,,,,,,woody,,,,,,W,,,,,,,
Ficus mollicula,,,,,,,shrub/tree,,,,,,,,,,,,,
Ficus mollissima,,,,,,,woody,,,,,,W,,,,,,,
Ficus montana,,,,,,,woody,,,,,,woody,,,,,,,
Ficus mucuso,,,,,,,tree,,,,,,W,,,,,,,
Ficus mutisii,,,,,,,tree,,,,,,,,,,,,,
Ficus nervosa,,,,,,,woody,,,,,,W,,,,,,,
Ficus nota,,,,,,,tree,,,,,,,,,,,,,
Ficus numphaeifolia,,,,,,,tree,,,,,,,,,,,,,
Ficus obliqua,,,,,,,tree,,,,1000.0,,woody,,,,,,,
Ficus obscura,,,,,,,tree,,,,,,woody,,,,,,,
Ficus obtusiuscula,,,,,,,tree,,,,,,,,,,,,,
Ficus opposita,,,,,,,tree,,,,,,W,,,,,,,
Ficus oreodryadum,,,,,,,tree,,,,,,W,,,,,,,
Ficus osensis,,,,,,,tree,,,,,,,,,,,,,
Ficus padana,,,,,,,woody,,,,,,W,,,,,,,
Ficus pallida,,,,,,,tree,,,,,,,,,,,,,
Ficus palmata,,,,,,,tree (deciduous),,,,,,,,,,,,,
Ficus panurensis,,,,,,,tree,,,,,,,,,,,,,
Ficus pastasana,,,,,,,tree,,,,,,,,,,,,,
Ficus petiolaris,,,,,,,tree,,,,,,woody,,,,,,,
Ficus platypoda,,,,,,,tree,,,,,,W,,,,,,,
Ficus pleurocarpa,,,,,,,woody,,,,,,W,,,,,,,
Ficus polita,,,,,,,tree,,,,,,woody,,,,,,,
Ficus prolixa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus pulchella,,,,,,,tree,,,,,,,,,,,,,
Ficus quichuana,,,,,,,tree,,,,,,,,,,,,,
Ficus racemosa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus reflexa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus religiosa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus retusa,,,,,,,tree / shrub,,,,perennial,,W,,,,,,,
Ficus ribes,,,,,,,woody,,,,,,W,,,,,,,
Ficus richteri,,,,,,,tree,,,,,,,,,,,,,
Ficus rieberiana,,,,,,,tree,,,,,,,,,,,,,
Ficus romeroi,,,,,,,tree,,,,,,,,,,,,,
Ficus rubiginosa,,,,,,,tree,,,,>100,,woody,,,,,,,
Ficus rumphii,,,,,,,tree,,,,,,W,,,,,,,
Ficus salicifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ficus sansibarica,,,,,,,tree,,,,,,W,,,,,,,
Ficus saxophila,,,,,,,tree,,,,,,W,,,,,,,
Ficus scassellatii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus schippii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus scobina,,,,,,,tree,,,,,,woody,,,,,,,
Ficus semicordata,,,,,,,tree,,,,perennial,,woody,,,,,,,
Ficus septica,,,,,,,woody,,,,,,W,,,,,,,
Ficus sphenophylla,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,woody,,,,,,,
Ficus stolonifera,,,,,,,tree,,,,,,W,,,,,,,
Ficus stuhlmannii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus sumatrana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus superba,,,,,,,tree,,,,perennial,,woody,,,,,,,
Ficus sur,,,,,,,tree,,,,,,woody,,,,,,,
Ficus sycomorus,,,,,,,tree,,,,,,W,,,,,,,
Ficus thonningii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus tinctoria,,,,,,,tree,,,,,,woody,,,,,,,
Ficus tonduzii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus tovarensis,,,,,,,tree,,,,,,,,,,,,,
Ficus trachelosyce,,,,,,,tree,,,,,,,,,,,,,
Ficus trapezicola,,,,,,,tree,,,,,,,,,,,,,
Ficus tremula,,,,,,,tree,,,,,,woody,,,,,,,
Ficus trianae,,,,,,,tree,,,,,,,,,,,,,
Ficus trigona,,,,,,,tree,,,,,,woody,,,,,,,
Ficus turrialbana,,,,,,,tree,,,,,,,,,,,,,
Ficus ursina,,,,,,,tree,,,,,,woody,,,,,,,
Ficus valaria,,,,,,,tree,,,,,,,,,,,,,
Ficus vallis-choudae,,,,,,,tree,,,,,,woody,,,,,,,
Ficus variegata,,,,,,,tree,,,,,,woody,,,,,,,
Ficus vasculosa,,,,,,,tree,,,,,,W,,,,,,,
Ficus velutina,,,,,,,tree,,,,,,,,,,,,,
Ficus virens,,,,,,,tree,,,,perennial,,W,,,,,,,
Ficus virgata,,,,,,,woody,,,,,,W,,,,,,,
Ficus vittata,,,,,,,tree,,,,,,,,,,,,,
Ficus vogeliana,,,,,,,tree,,,,,,W,,,,,,,
Ficus wakefieldii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus watkinsiana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus yoponensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus ypsilophlebia,,,,,,,tree,,,,,,woody,,,,,,,
